popularity_songs,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,followers,popularity_artists,Cluster,PCA1,PCA2
0,100989,0,0.313,0.283,6,-12.554,1,0.086,0.82,0.0564,0.158,0.387,171.824,3,2506.0,40,3,-1.6922934971640085,-1.07549924000002
23,377333,0,0.494,0.703,0,-7.246,1,0.0481,0.000201,0.0528,0.0999,0.546,126.014,4,13207.0,39,0,1.3401307912841922,-1.5337270341784839
17,340973,0,0.691,0.529,0,-10.503,1,0.0266,0.28,0.000118,0.115,0.551,97.025,4,4365.0,24,0,0.3953633943788701,-0.489716550469049
36,96880,0,0.621,0.718,1,-12.137,1,0.935,0.778,0.0,0.872,0.477,90.857,3,23593.0,71,1,-0.9465144478829947,3.5311736073406763
36,96120,0,0.68,0.286,0,-18.734,0,0.896,0.462,0.0,0.647,0.724,56.035,4,613060.0,90,1,-1.91778685408138,3.851321267165752
6,267713,0,0.689,0.616,5,-11.626,1,0.0322,0.0114,0.00323,0.0817,0.324,122.246,4,3180.0,24,0,0.6534376812895044,-0.8101527008780531
30,61993,0,0.634,0.493,0,-15.177,1,0.921,0.804,0.0,0.3,0.203,114.439,5,79023.0,76,1,-1.9313537378128507,2.1874717077090424
11,322653,0,0.391,0.494,1,-16.829,1,0.0426,0.984,0.919,0.147,0.72,113.377,4,63.0,2,2,-2.226262896989609,-1.6986256552155061
27,58613,0,0.645,0.641,7,-10.691,1,0.935,0.665,0.0,0.831,0.174,97.347,3,84951.0,73,1,-1.1538736124755329,3.1787542968650597
7,134786,0,0.689,0.256,6,-12.154,0,0.0689,0.826,0.011,0.115,0.191,132.478,3,275.0,14,3,-1.5499180516177267,-0.23144977959185212
2,201987,0,0.602,0.681,4,-5.188,0,0.0456,0.183,0.0,0.137,0.527,81.898,4,66867.0,47,0,1.040769506935732,-0.23726004361057065
33,209533,0,0.667,0.871,5,-4.917,1,0.0521,0.0632,2.99e-05,0.238,0.558,125.056,4,7889.0,28,0,2.07290260861512,-0.2218065652237351
32,265427,0,0.617,0.672,5,-7.817,1,0.0302,0.0855,0.000125,0.052,0.931,135.518,4,38949.0,48,0,1.8472844197196776,-0.4637576396792093
44,224906,0,0.724,0.926,4,-4.683,0,0.0552,0.0419,8.62e-06,0.554,0.684,94.993,4,751824.0,54,0,2.2822398442726373,0.8194839372130381
11,217760,0,0.622,0.661,2,-8.82,0,0.0526,0.478,0.0,0.151,0.582,134.054,4,9147.0,27,0,0.6633080451135823,-0.3633543266174824
38,278107,0,0.551,0.524,9,-6.52,1,0.029,0.135,0.0,0.0874,0.144,78.874,4,10752.0,58,3,0.07317751143360077,-1.1726884810827807
11,231280,0,0.852,0.966,9,-4.864,1,0.0553,0.0563,1.21e-05,0.0346,0.857,110.165,4,17547.0,32,0,2.9393719873238453,0.28759784338403577
13,192493,0,0.58,0.306,0,-15.47,1,0.0398,0.796,0.0,0.14,0.493,78.066,4,6720.0,34,3,-1.8120989927165492,0.10967396190557657
2,152067,0,0.332,0.406,3,-6.977,1,0.03,0.536,0.0361,0.172,0.196,97.602,5,127889.0,53,3,-1.0787676400943498,-1.1566895228024476
68,192107,0,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,4,66922.0,58,0,1.8141420403169852,0.036658734220542055
23,264427,0,0.245,0.595,9,-8.001,1,0.0415,0.155,1.5e-05,0.263,0.574,153.133,4,6510.0,28,0,0.5651930567428392,-1.5632437285899468
46,186000,0,0.743,0.758,8,-6.339,1,0.0551,0.00487,9.97e-06,0.121,0.357,110.034,4,470986.0,64,0,1.5122255703454508,-0.2629427456455396
40,183867,0,0.694,0.926,10,-4.704,0,0.0323,0.0269,0.000202,0.237,0.979,130.026,4,18317.0,44,0,2.892026992592505,0.35534900197591784
31,304373,0,0.535,0.418,0,-10.558,1,0.0285,0.29,0.0,0.211,0.29,136.091,4,21395.0,35,3,-0.25594067497364137,-1.1862236951918073
14,160550,0,0.766,0.386,0,-13.281,0,0.0537,0.431,1.67e-06,0.0924,0.832,132.49,3,6436.0,23,0,0.1749807415761822,0.5261762232171385
0,185962,0,0.582,0.548,6,-8.311,0,0.0472,0.927,0.538,0.185,0.705,116.863,4,293.0,9,2,-0.6241591353463273,-0.49396730338902956
17,175867,0,0.407,0.241,8,-11.748,1,0.03,0.629,0.0,0.155,0.234,97.853,5,24479.0,44,3,-1.8479184615468125,-0.8536199310997621
49,156307,0,0.441,0.901,5,-8.64,1,0.0442,0.158,0.00483,0.132,0.786,183.322,4,187575.0,60,0,1.913984143482482,-0.8956375475746016
0,163328,0,0.57,0.518,9,-8.483,0,0.0563,0.687,0.0,0.114,0.726,162.213,3,5599.0,23,0,0.34594427405230693,-0.34814453515565985
51,214720,0,0.572,0.797,0,-4.181,1,0.0497,0.0949,0.0,0.259,0.598,135.76,4,206143.0,66,0,1.9092443483895158,-0.4847178596342423
39,216267,0,0.657,0.896,9,-6.602,1,0.0638,0.296,0.0,0.0987,0.827,149.205,4,60143.0,52,0,2.147748849142073,-0.25862428399724074
31,320027,0,0.517,0.233,7,-17.28,1,0.0381,0.437,0.00779,0.0845,0.205,62.356,4,21602.0,38,3,-2.167967771458191,-0.8816036690346478
34,335787,0,0.628,0.863,0,-7.521,1,0.0401,0.0522,0.0,0.54,0.46,119.089,4,15120.0,37,0,1.6193603582938148,-0.2486152142350697
0,546000,0,0.628,0.945,7,-9.029,1,0.0461,0.000656,0.895,0.118,0.127,128.007,4,107.0,4,2,0.8043714736708644,-3.12738887805018
12,209107,0,0.567,0.163,2,-17.441,1,0.0377,0.759,0.00042,0.102,0.103,74.061,4,2261.0,21,3,-2.8309364199077236,-0.46024362065786684
29,975667,0,0.409,0.715,6,-17.902,0,0.0477,0.000197,0.785,0.783,0.405,135.24,1,1621667.0,68,2,-0.2820257045676838,-3.3268965444419507
34,200067,0,0.495,0.296,1,-10.28,0,0.0253,0.75,0.000467,0.166,0.309,92.995,3,224848.0,52,3,-1.5123268617135492,-0.5745668828363878
29,225698,0,0.683,0.856,6,-4.897,0,0.0468,0.00463,1.21e-06,0.116,0.708,137.064,4,654373.0,59,0,2.4525000859019004,-0.38560453108330733
8,194813,0,0.441,0.633,5,-5.357,0,0.031,0.233,0.0534,0.108,0.639,112.148,4,4361.0,38,0,0.891474288795331,-0.8375139391051023
31,272027,0,0.736,0.559,10,-7.308,1,0.066,0.0936,9.02e-06,0.0711,0.783,148.098,4,3030.0,37,0,1.7009433981784947,-0.3373127168688677
14,198333,0,0.241,0.3,10,-14.186,1,0.0349,0.803,1.1e-06,0.23,0.381,169.286,3,601.0,17,3,-1.8176465060172573,-1.4698271007044135
46,306885,0,0.823,0.525,1,-11.466,1,0.0592,0.0436,0.0424,0.611,0.555,122.025,4,48030.0,59,0,0.8574165189135216,0.6892062094876786
2,136943,0,0.722,0.318,9,-12.742,1,0.145,0.929,0.00012,0.106,0.638,111.326,4,1344.0,14,3,-1.127807990768214,0.7364649747055464
44,208309,0,0.881,0.911,2,-7.327,0,0.0372,0.113,0.0,0.0447,0.964,119.701,4,4737.0,40,0,2.725597357160825,0.5533737915759996
45,209537,0,0.441,0.473,0,-9.789,0,0.0447,0.748,0.000195,0.437,0.402,103.473,4,3340685.0,68,3,-0.9970083125313184,-0.19919826331192325
12,713307,0,0.504,0.733,7,-14.004,1,0.557,0.889,0.0,0.0679,0.456,128.683,3,9607.0,33,3,-0.5527704386414849,-1.3648794808511409
9,200067,0,0.782,0.396,3,-14.232,1,0.038,0.563,0.0126,0.311,0.474,123.938,3,1394.0,34,3,-0.5899752841961836,0.46121987093876043
10,238040,0,0.649,0.761,7,-8.867,1,0.0494,0.242,0.00472,0.285,0.821,130.975,4,5187.0,22,0,1.5398712850519618,0.1241503084267549
37,241232,0,0.331,0.796,5,-5.44,1,0.0367,0.000545,0.000319,0.378,0.437,155.449,4,64159.0,43,0,1.436988441359302,-1.3522311349811322
32,289467,0,0.662,0.605,1,-9.475,1,0.0566,0.0552,0.0,0.418,0.545,151.946,4,22705.0,49,0,1.193590590899616,-0.26302911664836004
34,196292,0,0.641,0.701,5,-6.576,1,0.0314,0.776,0.0,0.143,0.806,115.453,4,2862.0,33,0,0.7784311720122239,0.1318661623031923
2,130920,0,0.589,0.316,0,-11.064,0,0.0418,0.143,0.0,0.148,0.675,89.569,4,245.0,3,3,-0.15102563231225113,0.25203250274053507
19,416467,0,0.198,0.226,7,-13.175,1,0.0302,0.715,1.47e-06,0.671,0.076,99.668,4,41250.0,36,3,-2.5914611938568144,-1.426689249098459
3,86320,0,0.395,0.343,9,-16.261,1,0.0335,0.635,0.00567,0.163,0.901,97.994,4,672.0,13,3,-1.2974671635874373,0.33923262568799184
25,217567,0,0.595,0.711,5,-5.34,1,0.0302,0.372,7.64e-06,0.165,0.679,109.846,4,23168.0,39,0,1.2162133435432125,-0.2608787235795677
51,337187,0,0.883,0.335,6,-10.081,0,0.195,0.00209,8.67e-05,0.24,0.58,130.893,4,13358.0,41,0,0.862253717315735,0.33669116833017454
44,150330,0,0.691,0.581,8,-7.955,1,0.143,0.0167,0.0,0.296,0.641,91.011,4,1530.0,32,0,1.0157555114226386,0.7655532356820227
54,290064,0,0.46,0.282,10,-8.714,1,0.0411,0.868,0.0,0.0776,0.345,137.086,4,219141.0,50,3,-1.2040233437933279,-1.380132734069899
31,71549,0,0.648,0.251,0,-19.299,1,0.902,0.676,0.0,0.36,0.685,88.543,5,79023.0,76,1,-2.22361817135453,3.1188958029233302
11,146240,0,0.633,0.565,0,-11.433,1,0.0583,0.85,0.0,0.118,0.888,108.043,4,1045.0,14,3,-0.12359039296014082,0.5764070780022218
16,313040,0,0.404,0.336,4,-14.184,0,0.0281,0.129,7.48e-06,0.1,0.378,139.107,3,19561.0,34,3,-0.6497229623369355,-1.6320590879658947
41,196360,0,0.521,0.52,2,-7.437,1,0.0276,0.732,0.0,0.243,0.429,137.786,4,63857.0,49,3,-0.21542994868834933,-0.6099598600329328
54,258467,0,0.557,0.295,5,-12.706,1,0.0355,0.885,0.00201,0.111,0.133,76.061,4,19587.0,44,3,-2.1518495905296793,-0.7011987302380891
27,72000,0,0.658,0.514,8,-7.26,1,0.281,0.699,1.57e-06,0.463,0.7,82.113,3,84951.0,73,1,-0.16688465731414462,1.8306384751893905
6,181280,0,0.566,0.501,9,-6.574,1,0.0469,0.765,0.0,0.193,0.547,144.655,4,5881.0,20,3,0.04728993819945133,-0.4059194759363227
13,279360,0,0.618,0.463,5,-7.668,1,0.0284,0.338,0.91,0.13,0.172,116.565,4,5393.0,29,2,-0.8100024742619051,-2.047844197956024
17,291640,0,0.614,0.658,8,-7.656,1,0.0314,0.55,0.0,0.0736,0.343,117.989,4,32019.0,34,0,0.3135829679966962,-1.0039006857845196
30,195400,0,0.54,0.565,8,-12.7,1,0.0421,0.596,0.0,0.168,0.694,117.336,4,12808.0,40,3,-0.2199575367788048,-0.11614457982867374
9,143667,0,0.5,0.598,11,-10.854,0,0.0422,0.299,0.00015,0.257,0.514,144.086,4,814.0,22,0,0.2764372659251031,-0.4107634976120099
56,125333,0,0.783,0.485,5,-7.556,1,0.0355,0.701,0.0,0.238,0.546,109.999,4,28832.0,59,0,0.08745977251368982,0.6679969731162085
49,178345,0,0.822,0.51,6,-7.074,0,0.0624,0.554,0.0,0.11,0.316,109.957,4,28709.0,52,0,0.19392642148977646,0.08279396043327104
3,181116,0,0.6,0.32,5,-18.752,0,0.901,0.864,0.0,0.134,0.444,106.317,3,950.0,14,1,-2.4503257351205416,1.8079433588111116
41,279344,0,0.604,0.527,0,-7.905,1,0.0294,0.654,0.00144,0.189,0.502,121.949,4,45513.0,48,3,0.047946958646452466,-0.5750815707046266
5,382840,0,0.427,0.233,9,-18.026,0,0.0299,0.698,0.00156,0.0681,0.164,80.993,3,41938.0,42,3,-2.631130146752859,-1.4790586249632784
10,194107,0,0.627,0.33,7,-17.135,1,0.0324,0.461,0.00144,0.135,0.501,104.829,4,28086.0,41,3,-1.206742026124047,-0.03177135532944794
20,1328827,0,0.553,0.771,7,-4.905,1,0.0489,0.318,0.0,0.261,0.596,133.922,4,66979.0,49,0,2.1614732731316555,-4.227782828742103
31,459459,0,0.549,0.865,1,-3.052,1,0.061,0.732,0.0,0.294,0.828,101.898,4,8285.0,42,0,1.5034602019426464,-0.6347303352298217
31,231749,0,0.56,0.466,0,-6.465,0,0.0385,0.865,0.0,0.113,0.324,122.199,4,2149.0,27,3,-0.5591889404116197,-0.8421759342418615
34,186493,0,0.238,0.99,10,-5.497,1,0.0874,0.00193,0.163,0.0905,0.225,98.335,4,22717.0,37,0,0.9106255448046118,-1.8608207727701855
15,243149,0,0.847,0.855,5,-4.728,1,0.246,0.0765,0.0,0.0416,0.587,91.951,4,46256.0,40,0,2.1172717427892147,0.45884890374152
19,152053,0,0.608,0.246,4,-11.967,0,0.0519,0.724,0.0,0.234,0.585,117.725,4,4875.0,34,3,-1.1066640930176477,0.25619976566892194
0,188827,0,0.707,0.369,1,-9.772,1,0.856,0.949,0.0,0.886,0.595,81.0,3,70.0,1,1,-1.3922722754674268,3.543451989581048
0,157262,0,0.598,0.454,9,-10.09,1,0.364,0.966,0.372,0.625,0.748,93.667,4,760.0,3,1,-1.220986655826012,1.5648824847954919
0,102493,0,0.598,0.188,3,-19.806,1,0.479,0.929,0.0,0.123,0.621,131.554,4,8007.0,34,3,-2.4142951230330523,1.248612185654336
39,264507,0,0.527,0.429,9,-7.789,0,0.0372,0.28,0.0,0.262,0.221,103.359,4,42960.0,45,3,-0.28397551690528955,-0.8673851642444121
21,211067,0,0.392,0.114,5,-20.046,1,0.0425,0.871,0.0,0.123,0.201,99.858,4,69.0,40,3,-3.3548641797482466,-0.8583328423548716
13,95086,0,0.669,0.466,5,-9.458,1,0.0612,0.649,0.0,0.301,0.824,142.772,4,4888.0,46,0,0.27425209555492946,0.7726280546441733
36,313992,0,0.39,0.702,0,-3.846,1,0.0295,0.0892,0.000169,0.0968,0.228,146.365,4,2767.0,26,0,1.1183180385745881,-2.1685409234603825
11,315467,0,0.501,0.316,5,-14.298,1,0.063,0.944,0.0279,0.111,0.631,142.218,4,1385393.0,70,3,-1.3511009703305918,-0.8362655909803287
33,275133,0,0.425,0.869,2,-5.655,1,0.0739,0.468,1.68e-05,0.154,0.77,178.842,4,12523.0,39,0,1.7154586817661464,-1.2051974090156894
5,125453,0,0.354,0.686,6,-15.651,0,0.041,0.000175,0.836,0.165,0.488,137.396,4,1240.0,17,2,-0.6005124388369767,-1.745764626442574
30,90378,0,0.725,0.273,1,-16.809,1,0.927,0.689,0.0,0.371,0.596,124.039,4,128057.0,82,1,-1.6982729416341429,2.9100284845272677
15,238667,0,0.552,0.841,9,-8.554,1,0.0368,0.0527,0.0,0.578,0.795,119.97,4,17158.0,43,0,1.7200098268002442,0.37303764770614906
24,255427,0,0.463,0.965,10,-4.162,0,0.0517,0.0292,1.27e-06,0.347,0.66,158.238,4,43161.0,45,0,2.442165220362156,-0.8609935019248559
26,192213,0,0.641,0.864,8,-3.005,0,0.0899,0.252,9e-06,0.118,0.902,180.062,4,99155.0,40,0,2.750637873435824,-0.34458166224284537
9,239086,0,0.556,0.755,9,-3.927,0,0.0645,0.808,0.0478,0.307,0.803,112.13,4,2573.0,29,0,0.9193618380134874,0.051876579550143215
35,164707,0,0.582,0.229,0,-15.007,1,0.0544,0.86,4.53e-06,0.229,0.389,104.884,4,22923.0,53,3,-2.0218484133943866,0.09150386607242024
5,153653,0,0.623,0.729,4,-5.935,0,0.042,0.676,0.0,0.346,0.836,133.715,4,2980.0,22,0,1.1138219404186722,0.4871227078535459
60,195404,0,0.683,0.346,0,-9.475,1,0.0785,0.682,0.0,0.278,0.457,129.682,4,354420.0,67,3,-0.5266061775930753,0.12661571062289223
28,286320,0,0.293,0.846,1,-7.205,1,0.0582,0.157,0.0,0.0664,0.142,116.069,4,7100.0,30,0,0.5066774835817776,-2.134907433039258
47,190573,0,0.563,0.565,9,-8.308,0,0.0694,0.523,0.00523,0.466,0.838,134.871,4,90777.0,38,0,0.6168679152502297,0.4976093233600537
36,230373,0,0.379,0.623,9,-5.341,1,0.042,0.0439,0.0,0.257,0.349,153.312,4,9856.0,33,0,0.9547290611151595,-1.4691685247554789
2,61440,0,0.802,0.181,1,-18.312,0,0.942,0.833,0.0,0.228,0.84,45.635,4,74.0,6,1,-2.323307151286581,3.9243486011451565
29,203926,0,0.624,0.945,4,-3.319,1,0.118,0.482,1.38e-06,0.0996,0.702,99.959,4,46079.0,36,0,1.7720131021250165,-0.010572635660585198
2,116827,0,0.651,0.322,10,-12.491,1,0.0447,0.502,0.0,0.222,0.92,107.977,4,12184.0,34,3,-0.2547407612019465,0.8849654497970224
19,215133,0,0.463,0.932,6,-5.654,0,0.113,0.162,8.96e-05,0.884,0.546,114.782,4,3059.0,24,0,1.4770320222511357,0.6293495596277973
7,151627,0,0.584,0.342,7,-12.843,1,0.0832,0.74,0.00109,0.0954,0.714,142.59,4,968.0,25,3,-0.7091621691629284,-0.0037520824589187926
35,81800,0,0.567,0.509,0,-14.224,0,0.68,0.317,0.0,0.504,0.578,80.974,4,613060.0,90,1,-0.8645446482475173,2.3817113688323417
43,251653,0,0.764,0.427,9,-13.601,0,0.0349,0.00939,0.0247,0.0481,0.93,103.51,4,12262.0,45,0,0.8061061875037964,0.29990768786149036
80,214253,0,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,4,3820336.0,80,0,2.6523801514171956,0.20887981517320925
22,247787,0,0.493,0.64,8,-4.306,1,0.0322,0.151,0.00105,0.113,0.441,98.435,4,11192.0,28,0,0.9386142947996241,-0.9993916974422653
37,377649,0,0.472,0.973,11,-6.115,0,0.16,0.0904,0.0,0.949,0.445,148.229,4,4966.0,24,0,1.7950420605767055,-0.05972636507871346
32,201233,0,0.782,0.606,9,-11.764,1,0.0429,0.593,0.0,0.206,0.627,124.063,4,3690.0,21,0,0.3192416152093955,0.41319120495847417
7,187347,0,0.312,0.333,9,-13.251,0,0.0374,0.747,0.0415,0.774,0.503,178.535,3,438.0,12,3,-1.3463078967272046,-0.24287751834543475
13,115080,0,0.37,0.926,2,-6.19,0,0.05,0.00236,1.33e-05,0.0829,0.655,188.451,4,3180.0,24,0,2.1618317894021244,-1.3028531453994567
75,195268,1,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,4,1624015.0,90,0,1.5565422629540135,-0.5309201787563196
4,167027,0,0.62,0.176,0,-18.077,1,0.0429,0.876,0.00701,0.125,0.73,129.834,3,2208.0,28,3,-1.7915663773863164,0.27031592142400596
28,255587,0,0.692,0.518,11,-11.489,1,0.0371,0.0223,5.05e-05,0.0832,0.842,92.347,4,450319.0,62,0,0.9218352144498684,0.11769550702532032
59,277316,0,0.593,0.288,4,-12.121,0,0.038,0.866,0.0,0.0866,0.447,128.302,4,126079.0,49,3,-1.253905104465062,-0.71978633256535
35,117827,0,0.686,0.346,11,-12.199,0,0.891,0.356,0.0,0.469,0.705,82.423,1,613060.0,90,1,-0.7681015746884846,3.0747965747847825
32,61736,0,0.648,0.103,2,-17.845,1,0.934,0.844,0.0,0.176,0.497,159.311,4,128057.0,82,1,-2.423524592673134,2.1577783729009723
48,222119,0,0.59,0.832,11,-3.327,1,0.0365,0.56,0.0,0.155,0.174,123.937,4,3820336.0,80,0,0.8538147213947251,-1.0250558776152945
36,58298,0,0.734,0.345,8,-16.09,1,0.936,0.795,0.0,0.416,0.865,49.779,4,128057.0,82,1,-1.7489407499166516,4.01969771713863
27,68615,0,0.701,0.514,4,-15.646,1,0.933,0.246,0.0,0.28,0.597,135.052,1,79023.0,76,1,-0.4021511452196377,2.537104194991824
18,169987,0,0.745,0.55,7,-9.839,0,0.0552,0.00193,0.00536,0.107,0.225,128.556,4,3732.0,37,0,0.6244086245373104,-0.44155955234940536
23,158825,0,0.413,0.34,6,-15.106,0,0.0342,0.872,2e-05,0.659,0.478,125.903,4,3340685.0,68,3,-1.871942065923953,0.3655868453468114
52,316000,0,0.719,0.547,10,-13.19,1,0.0362,0.0679,2.93e-06,0.229,0.554,121.724,4,604779.0,67,0,0.6228753479215591,-0.27565880250393565
19,203347,0,0.407,0.944,4,-5.185,1,0.0384,0.000358,4.25e-05,0.0845,0.647,176.953,4,25331.0,43,0,2.3472321516731816,-1.4755721220062887
49,134707,0,0.703,0.549,2,-10.952,1,0.0493,0.708,5.57e-06,0.361,0.919,90.382,4,22607.0,45,0,0.09074467106569224,1.349008116330743
3,169773,0,0.617,0.838,2,-6.982,0,0.0386,0.665,4.07e-05,0.249,0.877,85.355,4,34313.0,44,0,1.021508175076551,0.6449055496859034
33,62573,0,0.57,0.688,11,-9.699,0,0.742,0.875,1.12e-06,0.427,0.783,83.995,3,84951.0,73,1,-0.4974681870853702,2.696651515052096
41,232667,0,0.724,0.931,2,-3.983,0,0.0567,0.542,0.0,0.753,0.965,104.049,4,106729.0,41,0,2.087595596591158,1.5439894036666342
39,203133,0,0.48,0.875,7,-6.449,1,0.0308,0.114,9.85e-06,0.0732,0.907,78.443,4,5741.0,36,0,1.7367781723132862,-0.22312642527951126
12,189342,0,0.518,0.302,2,-7.847,0,0.0316,0.901,2.08e-05,0.342,0.3,103.252,4,2494.0,22,3,-1.3955061138657172,-0.2432167992744594
46,243347,0,0.749,0.662,11,-5.103,1,0.028,0.463,0.0,0.078,0.623,111.957,4,15821.0,36,0,1.2251597971580859,-0.1724768161352831
28,313440,0,0.316,0.449,2,-6.923,1,0.0362,0.559,0.0,0.312,0.19,136.437,4,3927.0,27,3,-0.6766217163862123,-1.7282844901895689
41,210627,0,0.656,0.969,9,-4.413,1,0.0544,0.071,0.00052,0.292,0.895,124.777,4,1520.0,39,0,2.7516673902614164,0.24767358438557485
5,191187,0,0.846,0.471,4,-8.319,0,0.0577,0.76,0.00196,0.112,0.802,128.666,4,4011.0,24,0,0.506050847107287,0.6326583269081917
6,166880,0,0.594,0.225,0,-14.79,0,0.0454,0.856,3.38e-06,0.0799,0.551,113.982,4,1136.0,7,3,-1.6857771649337108,-0.04876847301089828
7,174560,0,0.652,0.431,2,-7.811,1,0.0259,0.893,3.4e-05,0.438,0.363,94.933,3,1972.0,29,3,-0.8645500540850182,0.4454157623993828
12,223147,0,0.742,0.425,0,-10.568,1,0.0569,0.0768,0.000123,0.106,0.947,146.102,4,5977.0,33,0,1.2679893410288003,0.18025209232154163
27,182147,0,0.619,0.676,2,-6.321,1,0.0542,0.279,0.0,0.0682,0.425,127.027,4,9915.0,34,0,0.9570091491167091,-0.6410537305240167
33,331867,0,0.479,0.562,0,-10.439,1,0.0485,0.609,0.00219,0.281,0.583,173.893,4,3063201.0,68,3,0.1795932951439814,-1.1129782084796325
30,243000,0,0.519,0.354,9,-10.85,0,0.0281,0.254,0.00038,0.189,0.317,80.271,4,383.0,18,3,-0.7686658958212401,-0.6181440637054221
18,251307,0,0.569,0.569,7,-10.773,0,0.0259,0.133,0.0,0.191,0.427,104.392,4,2818.0,32,0,0.27561788588996267,-0.6060197415198709
27,56107,0,0.568,0.275,1,-21.704,1,0.948,0.728,0.0,0.893,0.533,79.416,1,79023.0,76,1,-2.979184811334406,3.974201988198172
50,231013,0,0.761,0.741,9,-7.541,1,0.0463,0.0853,1.95e-05,0.0656,0.694,87.005,4,2701496.0,84,0,1.6062851692941758,0.13927719383839102
29,309227,0,0.715,0.386,11,-18.863,1,0.0336,0.219,0.0,0.277,0.654,118.956,4,102989.0,52,3,-0.4327979041700181,0.1303514609377443
30,284547,0,0.393,0.513,10,-6.615,1,0.0463,0.756,0.00073,0.106,0.368,114.121,4,4434582.0,73,3,-0.5533346740999515,-1.3692321599339106
35,259267,0,0.714,0.758,7,-6.396,1,0.117,0.113,0.000324,0.0962,0.673,92.997,4,968962.0,60,0,1.6424126274737891,0.03593991950227609
1,197107,0,0.747,0.337,7,-11.041,0,0.0294,0.729,0.0,0.0571,0.777,122.664,4,705.0,15,3,-0.24003709351114388,0.2699587113603633
41,180667,0,0.758,0.687,4,-6.381,0,0.0366,0.562,2.7e-06,0.444,0.53,123.97,4,2362223.0,64,0,0.8897575247763984,0.59774061940636
38,390348,0,0.89,0.646,9,-9.226,0,0.041,0.276,0.00161,0.0635,0.927,97.991,4,10596.0,39,0,1.6529025900152556,0.21476094112073146
35,257788,0,0.61,0.716,6,-10.203,0,0.0418,0.0303,1.47e-06,0.0758,0.627,136.09,4,4262.0,52,0,1.3524449128217186,-0.73307484487527
27,74093,0,0.704,0.575,6,-11.198,1,0.919,0.843,0.0,0.676,0.7,122.582,3,84951.0,73,1,-0.6069484625044941,3.484070193955316
45,240040,0,0.518,0.743,0,-7.135,1,0.0382,0.313,0.0146,0.158,0.527,125.439,4,11481.0,45,0,0.9586202684319498,-0.8298628806573287
18,308000,0,0.695,0.747,11,-8.721,1,0.0587,0.000978,0.489,0.0697,0.878,97.998,4,2149.0,34,0,1.4709907571544258,-0.6270008967976353
29,222494,0,0.62,0.398,2,-14.796,0,0.0282,0.726,0.000303,0.139,0.302,109.078,4,3340685.0,68,3,-1.4027110624434962,-0.4133252967065538
41,88160,0,0.61,0.433,5,-13.405,0,0.873,0.367,0.0,0.258,0.63,71.69,3,613060.0,90,1,-0.9893042510689379,2.559037323880331
21,207427,0,0.439,0.452,7,-10.625,1,0.0317,0.227,0.0,0.2,0.352,94.336,4,5001.0,43,3,-0.5080789187362847,-0.7579626090209507
24,207960,0,0.529,0.119,11,-23.068,0,0.046,0.901,0.00214,0.149,0.345,154.168,4,7180.0,34,3,-2.9420630488833814,-0.5864982628208665
27,59621,0,0.706,0.448,9,-13.691,1,0.938,0.908,0.0,0.467,0.879,72.657,3,79023.0,76,1,-1.311554138498393,3.8579344219499663
0,178704,0,0.649,0.209,11,-14.716,0,0.208,0.988,0.552,0.241,0.552,101.888,4,42.0,0,2,-2.4129153533268095,0.2285202700286676
37,152048,0,0.716,0.631,9,-9.692,0,0.0453,0.431,0.0,0.222,0.683,98.072,4,30013.0,36,0,0.5749526095376869,0.6160429954637533
48,254028,0,0.596,0.562,2,-7.314,1,0.0322,0.67,0.0,0.202,0.38,138.085,4,14787.0,55,3,0.0768530481829358,-0.758071823979353
56,250307,0,0.752,0.813,8,-6.787,0,0.103,0.0315,2.46e-06,0.0858,0.761,119.034,4,4434582.0,73,0,2.1851357776057605,0.019801145364947235
19,184948,0,0.789,0.665,8,-7.11,1,0.0595,0.745,0.000192,0.0995,0.976,102.938,4,756.0,13,0,1.0550940077948385,0.8432972015866342
19,628600,0,0.514,0.561,8,-10.324,1,0.0586,0.39,0.00033,0.0491,0.576,136.97,1,1078.0,15,0,0.522415767926601,-2.2226105684229487
16,216507,0,0.223,0.0336,0,-24.655,1,0.0291,0.884,1.09e-05,0.0856,0.298,86.798,4,1707.0,13,3,-4.245158609639486,-1.094926627574875
49,183200,0,0.764,0.606,7,-8.754,1,0.155,0.106,0.179,0.267,0.717,165.795,4,3871.0,36,0,1.4444263756550493,0.21183610404493766
2,192447,0,0.546,0.515,9,-15.07,0,0.0387,0.0633,3.05e-05,0.163,0.535,72.892,4,187.0,6,3,-0.3325235137990544,-0.05125321344307317
30,239440,0,0.502,0.702,2,-4.271,0,0.0312,0.23,0.0,0.325,0.656,152.012,3,13616.0,33,0,1.585681393558221,-0.6744684026328611
35,229347,0,0.771,0.755,7,-4.262,0,0.0454,0.0388,7.85e-06,0.0931,0.651,123.984,4,100029.0,47,0,2.234234062594421,-0.18355945255202819
37,265059,0,0.693,0.265,0,-12.95,1,0.159,0.939,0.871,0.087,0.64,169.968,4,11533.0,64,2,-1.5689360110689583,-1.1118896826972537
