popularity_songs,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,followers,popularity_artists,Cluster,PCA1,PCA2
28,72440,0,0.514,0.404,1,-12.177,0,0.431,0.768,1.36e-06,0.16,0.186,95.92,4,84951.0,73,3,-1.86664145827825,0.60788823232408
2,197080,0,0.514,0.342,9,-15.075,1,0.0531,0.988,0.884,0.125,0.783,87.379,4,1622.0,16,2,-2.3322345424724493,-0.6879539032811193
9,255420,0,0.772,0.626,11,-14.618,0,0.0407,0.494,0.000417,0.0726,0.931,101.161,4,357.0,11,0,0.496495920384595,0.5285690633327695
6,360000,0,0.48,0.18,0,-17.109,1,0.0326,0.914,0.00245,0.104,0.226,101.262,4,3639.0,34,3,-2.6743370176003176,-1.2272399014296036
36,281533,0,0.774,0.703,0,-5.183,1,0.0373,0.182,0.00158,0.0351,0.933,116.69,4,47249.0,43,0,2.200875301267071,-0.020005762274086732
10,268653,0,0.647,0.79,2,-4.834,0,0.0315,0.285,2.59e-05,0.114,0.282,114.96,3,972.0,19,0,1.1973840965075404,-0.9517387427004815
2,151133,0,0.673,0.0604,10,-24.44,0,0.891,0.924,0.0,0.155,0.297,89.489,3,1033.0,25,1,-3.9039235620367965,2.215453475847922
22,173640,0,0.506,0.319,0,-9.643,1,0.0333,0.932,0.028,0.064,0.605,122.742,4,2114.0,34,3,-1.0737289897461293,-0.48051946364254333
26,227133,0,0.726,0.845,9,-4.337,0,0.0396,0.016,0.035,0.155,0.974,130.287,4,67809.0,50,0,2.8186081100760214,0.10956188026475423
34,98400,0,0.701,0.724,11,-7.672,0,0.848,0.63,0.0,0.523,0.561,124.043,5,613060.0,90,1,0.2714388526430144,2.6467428775038617
37,225091,0,0.699,0.857,1,-5.284,0,0.037,0.0468,0.0024,0.0677,0.697,126.995,4,470986.0,64,0,2.3115184407802327,-0.3751747631260165
45,255733,0,0.629,0.718,2,-7.57,1,0.0314,0.39,1.28e-06,0.368,0.604,125.942,3,72127.0,43,0,1.035279072834304,-0.08663057855820581
16,343987,0,0.639,0.587,7,-4.957,0,0.0769,0.586,0.00431,0.313,0.78,148.724,4,3572.0,44,0,1.1807899768232153,-0.3160116544614731
14,154347,0,0.658,0.422,9,-12.186,1,0.0421,0.976,2.11e-05,0.132,0.505,112.883,4,33313.0,36,3,-1.118125111145827,0.15845988734571376
61,219692,0,0.852,0.767,7,-4.197,0,0.0705,0.115,1.7e-06,0.811,0.535,130.022,4,146799.0,62,0,2.069938260262898,1.257014904766623
40,219218,0,0.733,0.709,1,-5.698,0,0.0341,0.525,3.4e-06,0.121,0.96,100.115,4,73254.0,49,0,1.5024528927704928,0.4823284154057562
26,117693,0,0.619,0.812,6,-10.89,0,0.948,0.245,0.0,0.407,0.348,83.017,4,23593.0,71,1,-0.03148916501366588,2.3688296423106485
37,70880,0,0.823,0.744,7,-6.626,1,0.748,0.361,0.0,0.562,0.763,36.585,3,613060.0,90,1,0.7148374321877541,3.719762661874137
35,75479,0,0.472,0.425,9,-14.537,0,0.354,0.685,0.0,0.611,0.302,126.185,3,128057.0,82,1,-1.6912879281530222,1.1014709918276386
40,247547,0,0.762,0.396,4,-9.035,1,0.0356,0.768,0.0,0.1,0.679,107.013,4,70692.0,49,3,-0.13549118024351686,0.18595262751663297
18,231973,1,0.626,0.733,3,-4.961,0,0.0288,0.00404,1.07e-06,0.0609,0.399,93.165,4,965.0,15,0,1.406066645251648,-0.7419141350789955
48,210000,0,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951,4,346352.0,48,0,2.335081220787278,0.5864823679945076
0,183947,0,0.731,0.327,8,-7.941,1,0.125,0.932,0.863,0.0481,0.884,95.973,4,21786.0,34,2,-1.0239500843947194,-0.14325247743824523
25,209600,0,0.355,0.336,11,-6.131,1,0.0305,0.687,0.0,0.0926,0.172,148.009,4,447.0,21,3,-0.946915736034349,-1.7704871615398332
36,86720,0,0.669,0.433,5,-13.354,0,0.94,0.628,0.0,0.562,0.324,141.861,4,23593.0,71,1,-1.2677241045345564,2.588397472759409
61,298147,0,0.6,0.761,9,-3.248,1,0.0327,0.189,0.0,0.214,0.752,134.11,4,980612.0,68,0,2.102725276322721,-0.6049061100672534
27,126253,0,0.755,0.725,10,-7.676,1,0.845,0.535,0.0,0.0822,0.713,90.964,4,23593.0,71,1,0.5555382995964467,2.2856702102290956
16,369200,0,0.693,0.767,8,-14.387,0,0.454,0.888,0.0,0.473,0.696,175.535,4,25653.0,46,0,0.17745106648736675,0.7799298273316432
22,211788,0,0.243,0.272,8,-11.887,1,0.0352,0.887,3.05e-06,0.0696,0.134,75.906,4,257.0,34,3,-2.6550057201166197,-1.4507756622547365
4,149072,0,0.637,0.45,9,-11.977,0,0.0274,0.24,0.0132,0.219,0.543,99.688,4,2058.0,21,3,-0.1112140425119753,0.19657450298071488
51,287400,0,0.466,0.342,4,-8.191,1,0.03,0.613,0.0,0.124,0.21,135.616,4,385812.0,49,3,-0.8465777358887996,-1.5256905042298563
22,370040,0,0.537,0.299,9,-17.161,1,0.0409,0.798,0.000439,0.37,0.156,128.012,4,8716.0,33,3,-2.1110659619639476,-0.9237712774787591
36,244186,0,0.651,0.293,0,-7.919,1,0.0487,0.864,0.0,0.182,0.416,138.85,4,518246.0,47,3,-0.7234927072549425,-0.46212754219201907
11,109493,0,0.366,0.947,0,-3.572,0,0.238,0.00184,0.237,0.289,0.381,91.973,4,1761.0,31,0,1.1834863403374496,-0.4630244116106744
45,262360,1,0.296,0.695,9,-7.172,1,0.0383,0.000865,2e-06,0.116,0.302,113.53,4,51211.0,46,0,0.5729666355486526,-1.8064870273939317
0,183169,0,0.333,0.0786,0,-21.06,1,0.036,0.932,0.0672,0.135,0.182,81.337,4,2506.0,40,3,-3.934562328162941,-0.8301015965140046
8,157440,0,0.469,0.959,9,-3.434,0,0.0784,0.000732,0.0,0.376,0.341,138.001,4,3415.0,28,0,1.9200759441909212,-0.669776438915195
39,67480,0,0.724,0.636,5,-12.272,1,0.954,0.491,0.0,0.316,0.65,82.733,4,613060.0,90,1,-0.3621847959101071,3.1353468862121505
29,64613,0,0.612,0.923,7,-9.993,1,0.934,0.849,0.000121,0.72,0.129,117.176,4,84951.0,73,1,-0.6695316067094021,2.6717051542421606
15,177027,0,0.305,0.797,6,-11.076,1,0.0856,0.00147,1.86e-05,0.536,0.408,89.044,4,22411.0,38,0,0.2619076268751821,-0.24452823102728177
41,263000,0,0.661,0.804,11,-8.239,0,0.0313,0.0637,0.0658,0.204,0.756,130.006,4,25469.0,35,0,1.8588860594507393,-0.31174777288563627
23,274840,0,0.924,0.537,11,-7.982,1,0.0373,0.135,0.029,0.0862,0.889,98.008,4,4450.0,25,0,1.6363774450544115,0.603309013109228
35,82693,0,0.644,0.58,5,-9.402,1,0.633,0.274,0.0,0.512,0.651,102.445,3,613060.0,90,1,0.2321550737829988,2.3126915599476976
28,223867,0,0.678,0.405,7,-7.51,0,0.029,0.784,0.0,0.145,0.485,139.327,3,6891.0,25,3,-0.18249081658087205,-0.38760041195232287
26,65698,0,0.445,0.679,1,-13.538,0,0.833,0.294,0.0,0.352,0.394,174.421,4,79023.0,76,1,-0.27791856809486437,1.216810467813033
6,81747,0,0.729,0.418,6,-7.641,1,0.0484,0.646,0.0,0.186,0.915,134.426,4,244.0,17,0,0.5342130354298084,0.8757659851485715
64,236547,0,0.617,0.519,10,-11.411,0,0.0404,0.292,0.0,0.411,0.692,121.35,4,83469.0,55,0,0.372540905521462,0.25994294963576203
35,249507,0,0.525,0.566,2,-5.855,0,0.0264,0.167,0.0,0.272,0.493,172.036,4,2369.0,24,0,1.171062083708753,-1.0720429266950777
30,251000,0,0.781,0.551,11,-8.442,1,0.0283,0.591,1.11e-06,0.0786,0.429,113.018,4,1478.0,27,0,0.26327668384884517,-0.24935494918171514
39,65600,0,0.516,0.314,6,-15.065,1,0.381,0.275,1.17e-06,0.801,0.638,136.328,3,613060.0,90,1,-0.893280723864286,1.9158030372293324
62,146289,0,0.794,0.894,5,-1.519,1,0.0445,0.111,0.0,0.23,0.932,145.413,3,196216.0,68,0,3.2044950320524133,0.5438029181047077
22,181146,1,0.81,0.843,11,-6.693,1,0.17,0.283,0.102,0.421,0.845,115.934,4,2467.0,29,0,1.9007783653810049,1.233362855380952
21,214581,0,0.436,0.0167,0,-24.2,0,0.0315,0.829,0.0,0.259,0.172,83.469,4,1966.0,26,3,-4.027266232679176,-0.3604040604847047
23,249760,0,0.497,0.641,2,-5.602,1,0.0761,0.433,0.0,0.574,0.646,141.957,3,66867.0,47,0,0.9013109990691531,-0.03030761234278521
31,183427,0,0.69,0.889,0,-7.413,1,0.0409,0.00889,0.762,0.117,0.948,129.999,4,45395.0,44,0,1.9032890153787936,-0.6415009138682047
34,195250,1,0.724,0.84,6,-4.535,0,0.303,0.206,0.0,0.262,0.896,92.117,4,2578.0,40,0,2.050035054918821,1.2286756745040266
3,256305,0,0.653,0.365,1,-14.092,0,0.0845,0.69,2.84e-05,0.0392,0.792,105.004,4,2862.0,28,3,-0.6688521079335328,0.10487138333278395
23,264373,0,0.556,0.522,6,-10.728,0,0.0404,0.793,0.0221,0.165,0.921,149.597,3,12191.0,20,0,0.18033018440107434,-0.2873248249812245
4,406154,0,0.692,0.805,10,-8.056,0,0.0445,0.000487,0.839,0.111,0.266,130.01,4,4850.0,15,2,0.8466804621068938,-2.295047333929862
39,214347,1,0.493,0.794,7,-6.801,1,0.548,0.236,0.0,0.281,0.508,84.685,1,895839.0,70,0,0.637587170544159,0.7429419690449183
14,214480,0,0.429,0.505,9,-7.853,0,0.0302,0.354,0.0,0.117,0.58,77.245,4,606.0,35,3,-0.08669020294982505,-0.5903894722287238
1,290000,0,0.753,0.808,4,-7.098,0,0.061,0.000854,0.681,0.113,0.503,109.96,4,1087.0,20,0,1.2777830557112866,-1.1196559868516853
54,194211,0,0.709,0.644,5,-7.055,0,0.21,0.407,0.0,0.079,0.275,152.2,4,806930.0,64,0,0.6820681997514094,-0.4201655678125251
17,230240,0,0.643,0.81,9,-8.422,1,0.0346,0.284,0.000373,0.351,0.648,142.196,4,1257.0,17,0,1.4682628640731548,-0.06846741813781408
13,201573,0,0.622,0.591,9,-12.292,0,0.0383,0.0676,1.97e-05,0.0815,0.658,98.02,4,92686.0,51,0,0.5837973632671681,-0.12903275256264954
28,102653,0,0.588,0.639,1,-8.643,1,0.617,0.723,0.0,0.255,0.683,93.314,3,23593.0,71,1,-0.2280205507108681,1.7867457476429136
27,225620,0,0.396,0.33,11,-16.713,0,0.0411,0.967,0.00226,0.176,0.389,137.713,3,2364.0,33,3,-2.1578417827835765,-0.9159147783779813
7,380187,0,0.468,0.38,7,-17.062,0,0.0623,0.949,0.000188,0.0883,0.896,116.73,4,726.0,22,3,-1.2998369857313279,-0.5912024595295443
24,192453,0,0.59,0.696,0,-6.658,1,0.0263,0.216,0.0,0.232,0.825,109.993,4,10774.0,39,0,1.4229300332415986,0.09543465751511228
0,30023,0,0.447,0.608,0,-11.045,1,0.0707,0.992,0.59,0.291,0.257,67.424,4,332.0,1,2,-2.161548055421934,-0.25246876800269946
45,217588,0,0.464,0.961,10,-2.092,1,0.0646,0.0193,0.0,0.138,0.738,185.04,4,57175.0,48,0,2.9348508290847715,-1.23052760448679
24,93867,0,0.559,0.166,5,-14.323,1,0.0313,0.975,0.00234,0.108,0.559,96.007,4,200.0,24,3,-2.1429821194109717,0.2914172865903102
41,307797,0,0.734,0.662,11,-9.094,0,0.0375,0.235,0.00828,0.337,0.832,119.867,4,9500.0,42,0,1.4270966839173467,0.28271802543033353
32,279902,0,0.583,0.387,4,-9.402,1,0.0304,0.694,0.0,0.0898,0.244,135.972,3,33851.0,49,3,-0.7455836079978235,-1.1762229767082493
23,281453,0,0.494,0.638,9,-5.932,0,0.0398,0.272,1.5e-06,0.371,0.749,94.856,4,25050.0,43,0,0.9719139241218734,-0.15433221325921753
8,165212,0,0.645,0.533,2,-11.976,0,0.0521,0.198,0.633,0.116,0.425,92.979,4,8076.0,42,2,-0.5408956551584403,-0.7411388858278063
32,243027,0,0.749,0.857,7,-4.27,0,0.0584,0.194,0.0,0.101,0.867,92.023,4,4795.0,35,0,2.294179603748507,0.28097392090615336
8,67600,0,0.519,0.549,9,-10.582,1,0.0377,0.0175,0.00403,0.177,0.155,100.449,4,17449.0,43,3,-0.1851656499015751,-0.45432957556998355
26,293173,0,0.607,0.332,7,-13.339,1,0.0271,0.572,0.0,0.0633,0.444,79.925,4,11280.0,22,3,-1.152913152096663,-0.5017737074509707
27,228560,0,0.73,0.502,2,-10.389,1,0.0364,0.464,0.000212,0.151,0.785,119.941,4,7113.0,39,0,0.531274681673163,0.24377504451942558
20,189240,0,0.698,0.232,4,-14.041,0,0.171,0.722,0.0,0.204,0.411,86.269,4,6720.0,34,3,-1.6606198962735161,0.6193944214179394
15,167507,0,0.752,0.543,9,-12.615,0,0.0331,0.755,0.0037,0.486,0.962,128.125,4,16100.0,34,0,0.23088259390083868,1.380857922214233
22,394333,0,0.485,0.442,8,-9.28,1,0.0274,0.0403,0.00442,0.0571,0.134,132.479,3,43161.0,45,3,0.03831119207473778,-2.164168760962776
36,212463,0,0.61,0.689,6,-7.054,0,0.274,0.0901,0.0,0.137,0.536,174.03,4,16212.0,46,0,1.5194758776655393,-0.4191630260941033
63,181931,0,0.489,0.308,5,-8.979,1,0.0278,0.978,0.000595,0.0741,0.269,101.115,4,629496.0,62,3,-1.6756113216801773,-0.7739962452239781
29,210653,0,0.593,0.595,9,-6.741,1,0.0383,0.306,0.0,0.104,0.667,138.373,4,5017.0,29,0,1.0673833900687022,-0.5367606750951818
32,88874,0,0.704,0.684,10,-12.502,1,0.0817,0.146,0.0,0.424,0.712,134.507,4,128057.0,82,0,0.964789021131229,1.0004631151957235
26,312493,0,0.58,0.483,3,-7.364,1,0.0278,0.194,0.0,0.088,0.126,129.935,4,1539.0,41,3,0.18953789400306853,-1.574203675198166
4,133879,0,0.529,0.31,8,-10.962,1,0.0316,0.651,0.0,0.14,0.444,140.469,4,1445.0,13,3,-0.9179966874140186,-0.4863254957614513
33,59424,0,0.749,0.369,2,-18.1,1,0.94,0.859,0.0,0.921,0.763,86.198,5,128057.0,82,1,-1.9324162007642467,4.652023585955845
29,62440,0,0.716,0.467,0,-8.817,1,0.937,0.827,0.0,0.369,0.557,129.418,3,84951.0,73,1,-0.6819732900996895,2.761102993005307
27,84693,0,0.588,0.564,4,-14.198,1,0.939,0.705,0.0,0.635,0.593,66.566,3,23593.0,71,1,-1.440201475856089,3.4191683112181246
38,129653,0,0.677,0.92,9,-11.51,0,0.0473,0.382,0.558,0.0998,0.405,99.054,4,100522.0,57,2,0.226810308304221,-0.5656823014992372
28,264280,0,0.715,0.743,6,-10.257,0,0.03,0.0337,0.000382,0.33,0.899,132.335,4,1700.0,43,0,1.8847139022704043,0.3208705858565657
37,255240,0,0.682,0.645,10,-13.993,1,0.0356,0.0609,0.000727,0.0467,0.394,114.988,4,1035.0,28,0,0.43691675504002,-0.6430206632173848
28,58764,0,0.531,0.758,7,-20.075,1,0.943,0.283,0.0,0.406,0.112,81.156,4,79023.0,76,1,-1.6569461460595456,2.2547638440718307
8,204240,0,0.273,0.228,10,-14.825,1,0.0405,0.814,0.0,0.466,0.277,83.863,4,29818.0,43,3,-2.7263283289192373,-0.44484702449016983
9,185107,0,0.341,0.428,3,-9.26,1,0.0311,0.512,0.000417,0.0889,0.332,147.998,4,334.0,27,3,-0.6515927227094991,-1.5180466703170181
44,219354,0,0.454,0.704,11,-5.059,0,0.0302,0.25,5.02e-06,0.112,0.379,104.995,4,11332.0,40,0,0.7482541962628714,-1.100178229204398
8,171642,0,0.4,0.908,10,-4.653,1,0.0471,0.0116,8.4e-06,0.173,0.96,164.442,4,945.0,21,0,2.5914245448584277,-0.7357424911893365
26,173333,0,0.448,0.451,3,-7.907,1,0.0289,0.556,0.0,0.115,0.56,134.155,4,12962.0,36,3,-0.1448656610542238,-0.7932900669893107
21,125608,0,0.629,0.228,10,-16.434,0,0.955,0.787,0.0,0.243,0.507,171.337,5,516.0,41,1,-1.835383722541498,1.928888478067626
20,133827,0,0.27,0.139,4,-22.369,0,0.0553,0.994,0.48,0.273,0.129,116.464,3,1242.0,27,2,-4.357317132552355,-1.2546086539553747
31,215253,0,0.55,0.21,6,-13.387,1,0.029,0.818,0.00043,0.113,0.124,98.925,4,11952.0,30,3,-2.2207267931955403,-0.753566119791245
24,221827,0,0.748,0.895,2,-4.838,0,0.0582,0.0608,1.98e-06,0.342,0.961,128.032,4,1040.0,30,0,2.813513401619702,0.6205075745308857
13,191000,0,0.483,0.219,7,-16.349,0,0.0461,0.862,6.85e-05,0.183,0.389,83.394,4,1327.0,27,3,-2.458288572779855,-0.1721771726595383
45,290307,0,0.738,0.699,9,-9.447,1,0.183,0.125,0.0,0.2,0.641,87.978,4,470952.0,64,0,1.1211313625902688,0.39067885312458167
48,222178,0,0.731,0.593,1,-9.923,0,0.06,0.236,1.13e-06,0.0886,0.165,114.988,4,197765.0,56,0,0.23997462121742977,-0.5939453766307842
13,113685,0,0.561,0.0175,3,-20.792,1,0.0787,0.991,0.912,0.0935,0.127,79.94,4,10903.0,55,2,-4.577003327615984,-0.9195718618875074
9,204133,0,0.629,0.527,5,-9.191,1,0.0446,0.294,0.0,0.101,0.6,140.825,4,248.0,11,0,0.657614780842485,-0.45896639854704174
33,219093,0,0.697,0.336,7,-7.488,1,0.0338,0.873,7.42e-06,0.119,0.497,115.987,4,2674.0,39,3,-0.5628281982000424,-0.14753158850186948
36,70227,0,0.534,0.426,7,-13.2,1,0.929,0.706,0.0,0.483,0.602,150.4,4,613060.0,90,1,-1.1671235235404618,2.4187308173934716
9,173213,0,0.544,0.527,2,-5.7,0,0.0337,0.435,0.0,0.0995,0.614,131.412,4,728.0,14,0,0.6288159621292078,-0.5551732297476271
50,206893,0,0.562,0.77,10,-8.12,0,0.054,0.137,0.0,0.0665,0.954,117.411,4,654373.0,59,0,1.7376974404660468,-0.16229296995644493
51,370833,0,0.681,0.838,9,-4.531,1,0.218,0.437,0.0,0.103,0.505,143.951,4,189790.0,58,0,1.6512434103078069,-0.7510142637065841
48,326467,0,0.744,0.765,1,-12.174,1,0.0344,0.0393,0.707,0.258,0.831,119.743,4,18364.0,40,2,1.0825539323729652,-0.6344254996883167
37,254062,0,0.662,0.551,10,-5.887,1,0.0275,0.4,0.0,0.0878,0.516,95.982,4,539622.0,54,0,0.6023185400611576,-0.4234458621881832
27,268000,0,0.23,0.367,5,-8.099,1,0.0321,0.908,0.0105,0.08,0.0922,77.241,4,766.0,34,3,-2.1188876708999107,-1.8169913156885789
5,167933,0,0.615,0.406,9,-7.008,1,0.0266,0.711,0.000278,0.0568,0.641,112.036,4,20169.0,50,3,-0.12532241548979842,-0.16681512413059005
26,323027,0,0.842,0.712,10,-10.41,0,0.0625,0.45,0.73,0.0721,0.659,107.213,4,939177.0,76,2,0.4239617231099186,-0.7262069516588845
34,174733,1,0.815,0.647,4,-7.616,1,0.178,0.128,0.0,0.0572,0.966,150.085,4,9914.0,32,0,2.0898634371024167,0.6252347625271807
34,78133,0,0.694,0.73,11,-8.181,0,0.925,0.478,0.0,0.453,0.816,98.432,3,613060.0,90,1,0.5628768517600382,3.2038717455840806
74,177565,0,0.717,0.717,6,-5.03,1,0.0621,0.508,0.0,0.102,0.628,110.021,4,393425.0,70,0,1.1744451908181406,0.10680094422745592
5,188333,0,0.545,0.185,7,-16.099,1,0.0483,0.99,0.395,0.117,0.502,89.515,4,43.0,1,3,-2.7075313218821226,-0.41137460207494536
40,181333,0,0.659,0.827,4,-5.472,0,0.0701,0.0299,1.29e-05,0.15,0.496,90.018,4,2078742.0,70,0,1.6263532648586159,-0.08369711175202905
17,180360,0,0.568,0.324,6,-14.298,0,0.0605,0.374,0.0,0.102,0.662,109.003,4,1148.0,26,3,-0.6797881717162089,-0.05159790452291482
18,265640,0,0.356,0.431,0,-9.248,1,0.0321,0.154,0.0,0.119,0.151,126.483,4,102989.0,52,3,-0.45661135680408005,-1.8454698010513435
37,320759,0,0.349,0.343,6,-15.549,1,0.0399,0.32,0.139,0.175,0.309,135.816,3,9536.0,32,3,-1.3611174207201013,-1.7740944552312503
35,232080,0,0.612,0.694,11,-7.448,0,0.026,0.00103,0.0,0.213,0.358,104.953,4,215.0,23,0,1.0467915150305764,-0.5882396646804621
16,238455,0,0.54,0.432,11,-10.956,0,0.0326,0.555,0.0214,0.125,0.391,94.257,4,3063201.0,68,3,-0.809755759558652,-0.6216034944200556
29,241720,0,0.791,0.904,6,-8.981,0,0.0673,0.0711,0.0,0.0823,0.946,118.762,4,12420.0,34,0,2.424456659273436,0.34626756677773524
6,194943,0,0.627,0.788,5,-4.386,1,0.0299,0.473,2.94e-06,0.404,0.883,88.714,4,5117.0,23,0,1.4877378898303362,0.7386840249382324
24,329333,0,0.699,0.282,3,-11.25,1,0.0324,0.736,1.52e-05,0.125,0.367,138.089,4,107366.0,47,3,-0.8372678180436455,-0.7785749740327621
13,279341,0,0.529,0.355,0,-10.228,0,0.0808,0.723,0.91,0.0705,0.438,78.309,4,1431.0,30,2,-1.9004669256826157,-1.5196330824673325
35,165920,0,0.784,0.605,10,-5.56,1,0.0648,0.33,0.0,0.358,0.724,132.01,4,13474.0,56,0,1.4491214292643109,0.7315780189847468
5,181053,0,0.383,0.487,7,-6.795,1,0.0339,0.409,0.0,0.0522,0.697,96.241,4,2692.0,20,3,0.09406019636036725,-0.7104837100101721
34,55956,0,0.627,0.256,8,-19.813,1,0.957,0.465,0.0,0.278,0.369,74.109,4,128057.0,82,1,-2.5447830070997584,2.7588649357497146
10,112880,0,0.571,0.289,9,-9.145,1,0.0275,0.722,0.000237,0.163,0.584,89.976,3,3732.0,37,3,-0.9629263509619573,0.24921767684142984
22,148013,0,0.527,0.969,6,-3.899,1,0.0595,0.000485,0.0,0.529,0.605,132.011,4,25331.0,43,0,2.281509905482511,0.1311278600551243
15,100787,0,0.667,0.412,11,-9.314,0,0.121,0.191,0.0,0.0625,0.585,104.085,4,4482.0,40,0,0.2363996476994138,0.3176301306210194
19,341481,0,0.486,0.829,0,-10.227,1,0.106,0.00155,3.44e-06,0.107,0.645,154.607,4,4918.0,28,0,1.6072704385706733,-1.2788577597887676
42,186107,0,0.516,0.81,4,-7.412,0,0.0794,0.0786,0.0,0.954,0.511,169.838,4,47195.0,51,0,1.518991203714443,0.5069919846020107
15,412293,0,0.691,0.718,1,-12.303,1,0.0427,0.0122,0.757,0.133,0.916,118.32,4,939177.0,76,2,1.047248698073445,-1.2131491460365844
27,390173,0,0.402,0.565,0,-7.509,0,0.0266,0.124,0.0098,0.1,0.144,149.789,4,36185.0,40,3,0.35954067672214957,-2.43751337094789
0,188400,0,0.466,0.482,10,-11.971,1,0.0798,0.963,0.758,0.29,0.862,192.377,4,149.0,11,2,-0.8964810355756795,-1.044863190921576
8,184367,0,0.574,0.509,5,-5.637,1,0.0245,0.452,1.61e-05,0.37,0.35,90.411,4,1159.0,19,3,-0.01696832004906495,-0.05944215148723783
35,126772,0,0.625,0.621,11,-9.658,1,0.0394,0.388,0.0,0.841,0.781,113.548,4,2851.0,26,0,0.6024646170797087,1.5818860860308177
20,235000,0,0.772,0.849,4,-6.903,1,0.0293,0.0165,0.000107,0.0508,0.968,116.026,4,130592.0,44,0,2.587879679145496,0.17756195506413455
39,255660,0,0.424,0.208,1,-13.473,1,0.0379,0.859,1.56e-05,0.132,0.25,126.404,4,415209.0,54,3,-2.130382437418679,-1.2002358208449802
35,202333,0,0.875,0.514,5,-7.559,0,0.082,0.469,1.13e-05,0.0968,0.935,114.021,3,233690.0,54,0,1.208883529603201,0.8769899581193036
3,153293,0,0.589,0.472,7,-10.268,0,0.0412,0.805,0.0,0.329,0.746,130.529,4,667.0,10,3,-0.27864288655742253,0.4225473289719013
30,270267,0,0.639,0.744,4,-7.833,0,0.0391,0.176,0.0,0.0339,0.798,89.982,4,10734.0,35,0,1.4500485598672899,-0.2524988772563835
35,88347,0,0.653,0.536,2,-13.195,1,0.9,0.732,0.0,0.337,0.295,125.194,3,23593.0,71,1,-1.2876330708528272,2.1440209071028526
36,60377,0,0.552,0.401,1,-17.192,1,0.841,0.829,0.0,0.603,0.45,120.945,5,128057.0,82,1,-2.1494771811651585,2.677588608039476
1,177253,0,0.563,0.5,0,-12.68,1,0.135,0.0355,0.00877,0.165,0.948,151.085,4,511.0,12,0,0.9376202263364812,0.12236010229645133
32,62770,0,0.654,0.216,8,-17.631,1,0.943,0.659,0.0,0.367,0.353,157.669,1,79023.0,76,1,-2.113675107402855,2.315173938632694
21,131547,0,0.396,0.279,2,-8.77,0,0.039,0.812,0.0,0.348,0.641,147.006,4,85225.0,47,3,-0.9272495312430693,-0.2403057723917648
35,274467,0,0.673,0.452,9,-10.283,0,0.0444,0.677,0.0,0.104,0.284,117.766,4,976.0,23,3,-0.597908939922447,-0.676532442106442
25,306400,0,0.377,0.383,6,-12.85,1,0.0266,0.12,0.0,0.1,0.447,169.244,4,25398.0,44,3,-0.15607245740212414,-1.8523791557074687
12,223000,0,0.649,0.619,11,-5.631,0,0.0339,0.0892,0.0,0.202,0.415,109.924,4,22457.0,41,0,1.105033910533551,-0.44082837692668725
33,248573,0,0.644,0.896,10,-7.651,0,0.123,0.00969,0.00106,0.261,0.727,100.266,4,1162685.0,63,0,1.9364492710063606,0.20536738933882473
55,93579,0,0.929,0.322,0,-10.427,1,0.061,0.746,0.0,0.0908,0.966,95.033,4,141707.0,72,0,0.04665243907831694,1.6510171203994297
31,209467,0,0.69,0.183,7,-13.888,1,0.0299,0.757,0.0,0.124,0.267,116.125,4,2119.0,29,3,-1.7269184466633016,-0.29691708380781856
9,357400,0,0.512,0.311,5,-14.741,1,0.0475,0.707,0.00786,0.043,0.727,147.652,4,388.0,15,3,-0.8431935315969249,-1.0540369306235156
46,82340,0,0.808,0.511,6,-9.524,1,0.11,0.758,1.88e-06,0.0731,0.926,140.141,4,916.0,54,0,0.5616423120999927,1.0322302653042723
37,192960,0,0.691,0.26,2,-14.15,1,0.0297,0.823,4.8e-06,0.102,0.447,79.08,4,23451.0,40,3,-1.680006299252903,0.22679394522180807
12,176187,0,0.643,0.563,3,-8.045,0,0.0327,0.264,4.37e-05,0.158,0.776,104.704,4,5013.0,32,0,0.8991745162985891,0.19732331406533407
19,211600,0,0.718,0.676,5,-7.151,0,0.05,0.0824,0.000142,0.111,0.679,110.037,4,16073.0,37,0,1.5437026819407988,-0.00627490978044888
46,179199,0,0.635,0.594,7,-5.289,0,0.0498,0.114,0.0,0.0652,0.238,159.924,4,10234.0,54,0,1.0983700395428118,-1.1272893342669228
11,180253,0,0.705,0.588,3,-11.012,1,0.0317,0.814,0.817,0.144,0.892,113.34,4,1261.0,28,2,-0.4509754931080682,-0.2735225293403855
45,224573,0,0.4,0.565,8,-6.535,1,0.0289,0.295,0.0,0.0705,0.347,152.015,4,300488.0,56,0,0.40596547964465796,-1.6665983042174963
34,72005,0,0.639,0.482,7,-11.679,0,0.906,0.787,0.0,0.188,0.43,82.882,1,128057.0,82,1,-1.4391918534056973,2.363299079987173
14,110991,0,0.803,0.532,1,-13.12,0,0.0527,0.0256,0.0,0.0869,0.682,124.768,4,28.0,6,0,0.855450462964027,0.5381785929906961
0,179053,0,0.552,0.337,7,-17.641,0,0.0314,0.993,0.688,0.412,0.766,77.061,1,425.0,7,2,-2.5241567408215766,0.2687232740433108
34,218960,0,0.596,0.621,1,-8.817,1,0.0302,0.449,0.0,0.113,0.651,107.231,4,50436.0,42,0,0.505223662980667,-0.2749499123545679
