id_songs,name_song,popularity_songs,duration_ms,explicit,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,followers,genres,name_artists,popularity_artists
6lZjGHVBu9zpviqCjONHkv,01 - Hui Buh das Schlossgespenst - Teil 14,23,84200,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.625,0.785,1,-9.77,0,0.924,0.816,0.0,0.496,0.553,106.359,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
70gZgWt82XNuXdPvoqIRWd,01 - Hui Buh das Schlossgespenst - Teil 15,23,82853,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.636,0.768,7,-10.969,1,0.868,0.823,1.1e-05,0.415,0.373,100.274,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2xkLlWNRw3KN3yWreSyzOZ,01 - Hui Buh das Schlossgespenst - Teil 16,23,82933,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.656,0.759,3,-10.95,1,0.907,0.866,0.0,0.777,0.405,82.893,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0ht0O5or5ZxayGycNrfeGk,01 - Hui Buh das Schlossgespenst - Teil 17,23,86013,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.657,0.681,0,-12.024,1,0.949,0.808,0.0,0.812,0.534,73.67,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
52Rw3XBtIxHYkSgOQ04rCy,01 - Hui Buh das Schlossgespenst - Teil 18,23,84867,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.712,0.749,7,-10.929,1,0.881,0.514,0.0,0.149,0.669,87.988,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3lchzTANOqkGqDZuxlBIPD,01 - Hui Buh das Schlossgespenst - Teil 20,23,84787,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.707,0.704,7,-10.297,1,0.931,0.714,0.0,0.654,0.68,65.717,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
20fPeJ8j92rPuhRNi7jsfU,01 - Hui Buh das Schlossgespenst - Teil 21,23,83733,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.731,0.809,4,-9.678,0,0.86,0.619,0.0,0.493,0.691,72.899,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2cVnAzhP6vzNBO6Hv5xfMq,01 - Hui Buh das Schlossgespenst - Teil 23,23,85440,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.709,0.711,0,-12.544,0,0.938,0.856,0.0,0.371,0.473,91.828,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
6o971Ry4tzd2yh2uffDhHW,01 - Hui Buh das Schlossgespenst - Teil 22,23,83827,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.718,0.62,2,-12.972,1,0.838,0.749,0.0,0.374,0.672,116.852,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3rQ1BnC4UXFl4NcqQxUA4I,01 - Hui Buh das Schlossgespenst - Teil 24,22,83120,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.688,0.501,4,-12.05,0,0.883,0.834,0.0,0.707,0.606,91.031,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
25dtggwFUK1qGiDdXgGhTW,01 - Hui Buh das Schlossgespenst - Teil 25,22,84267,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.722,0.712,6,-11.347,1,0.549,0.808,0.0,0.465,0.584,121.231,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1mYgEi1Nwox5HIEsbEWkCY,01 - Hui Buh das Schlossgespenst - Teil 28,22,82947,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.702,0.696,7,-11.12,1,0.49,0.579,0.000185,0.115,0.429,126.186,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2fkYy2XivysVW4RrtIcv35,01 - Hui Buh das Schlossgespenst - Teil 26,22,84707,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.657,0.634,9,-9.936,0,0.925,0.877,0.0,0.69,0.576,80.849,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5amSNIWkOg9me4KaDMEmZg,01 - Hui Buh das Schlossgespenst - Teil 27,22,84627,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.665,0.496,7,-14.622,1,0.907,0.652,0.0,0.272,0.441,97.006,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2tatIP1LadJRyo9AvQmJ2s,01 - Hui Buh das Schlossgespenst - Teil 29,22,85133,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.933,0.711,7,-7.817,0,0.114,0.292,0.0,0.34,0.939,126.311,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2fV6TOMiWEWhWNiA3MCNRl,02 - in neuen Abenteuern - Teil 10,21,81480,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.619,0.822,5,-9.627,1,0.905,0.825,0.0,0.732,0.515,89.874,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3jY5g4NTwDBTzv03QNsBsg,01 - Hui Buh das Schlossgespenst - Teil 30,21,84080,0,1vjNjfkax0s9GD3jviAaZl,1973-10-01,0.802,0.803,7,-7.829,1,0.346,0.587,0.0,0.118,0.942,126.359,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0xu6KOcsUgQtMPn79oWGal,02 - in neuen Abenteuern - Teil 02,21,85427,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.701,0.623,9,-11.674,1,0.932,0.592,0.0,0.684,0.578,106.627,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
6sUx78OoLHkgceYtjYk21B,02 - in neuen Abenteuern - Teil 03,21,80173,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.695,0.861,6,-9.769,1,0.925,0.867,0.0,0.263,0.364,55.258,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
7nt0cifvKwltUt4sbi61CB,02 - in neuen Abenteuern - Teil 04,21,76373,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.695,0.787,2,-8.871,1,0.907,0.74,3.26e-06,0.877,0.415,127.337,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
7CRENuRKTIca6Xmx7Akhjs,02 - in neuen Abenteuern - Teil 05,21,87587,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.754,0.791,1,-9.236,1,0.862,0.796,0.0,0.139,0.549,48.417,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1lIDYtUBKq4KVts3gezbqE,02 - in neuen Abenteuern - Teil 06,21,80053,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.646,0.731,2,-10.286,1,0.928,0.863,0.0,0.749,0.718,131.963,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
18tFpbhzccsvPXGy4XmDaf,02 - in neuen Abenteuern - Teil 07,21,85133,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.717,0.566,6,-11.583,0,0.946,0.828,0.0,0.61,0.733,115.551,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0FDoBMTHy5TTARwU9hy3oc,02 - in neuen Abenteuern - Teil 08,20,80173,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.706,0.753,9,-13.134,1,0.949,0.816,0.0,0.304,0.315,106.865,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0AF0sGgAU3AX218Fz9WKPr,02 - in neuen Abenteuern - Teil 09,20,81907,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.672,0.695,11,-11.096,1,0.949,0.789,0.0,0.698,0.528,138.581,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
37trlweenNMziTJFvYHCKM,02 - in neuen Abenteuern - Teil 11,20,79960,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.658,0.54,6,-14.787,1,0.933,0.89,0.0,0.615,0.779,82.854,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5YYMScSGEH50HReI2C19EF,02 - in neuen Abenteuern - Teil 12,20,84000,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.703,0.481,2,-12.929,1,0.927,0.836,0.0,0.663,0.642,96.468,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
23IR1pxK9BvCuZRWL9OY0R,02 - in neuen Abenteuern - Teil 13,20,81307,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.682,0.569,2,-11.743,1,0.908,0.83,7.49e-06,0.161,0.539,82.68,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
7zH3iHJijP1O9YOyIgqECA,02 - in neuen Abenteuern - Teil 14,20,78773,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.716,0.654,3,-9.212,1,0.676,0.895,0.0,0.646,0.73,99.395,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3woyaobNjA3QgeTxvgfmgq,02 - in neuen Abenteuern - Teil 15,20,85707,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.533,0.732,3,-9.782,1,0.904,0.912,0.0,0.693,0.446,136.741,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
7vvGo3JyVIjzuqwV6T4hb6,02 - in neuen Abenteuern - Teil 16,20,84373,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.67,0.534,9,-12.25,0,0.905,0.937,2.48e-05,0.269,0.613,107.451,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0lj31nUNcHurlCN1RutzsM,02 - in neuen Abenteuern - Teil 17,20,79240,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.612,0.429,9,-13.899,0,0.929,0.838,0.0,0.622,0.321,108.622,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2tSrscy1kyuG9udwKp36fv,02 - in neuen Abenteuern - Teil 18,20,85747,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.715,0.643,8,-12.928,1,0.952,0.827,0.0,0.138,0.587,86.028,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
02y7lhEsC0VaNxIoEZuxQN,02 - in neuen Abenteuern - Teil 19,20,80107,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.675,0.568,8,-13.538,1,0.957,0.707,0.0,0.163,0.317,73.755,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3srDuLr1yCRHIbBIxuHj7p,02 - in neuen Abenteuern - Teil 20,19,80960,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.697,0.55,8,-12.621,1,0.776,0.785,0.0,0.298,0.491,83.173,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1aIzKRpFbMaC6vVs186i70,02 - in neuen Abenteuern - Teil 21,19,80733,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.714,0.88,6,-13.919,1,0.771,0.739,0.0,0.175,0.121,111.019,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0GEYzBnlbsq4O7bzI3B0B4,02 - in neuen Abenteuern - Teil 22,19,86653,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.705,0.639,6,-12.443,0,0.942,0.815,0.0,0.717,0.547,62.383,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1hM8HjVErIgOjzUTMAoaN1,02 - in neuen Abenteuern - Teil 23,19,76867,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.667,0.619,6,-12.429,0,0.939,0.608,0.0,0.391,0.722,81.001,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4xQuDk4mGDI2aAEhM2TQ9j,02 - in neuen Abenteuern - Teil 24,19,84427,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.665,0.643,8,-10.642,1,0.934,0.61,0.0,0.11,0.542,151.116,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
00ZkPY2bpH0yiK13vTC95H,02 - in neuen Abenteuern - Teil 25,19,82507,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.657,0.783,2,-11.564,1,0.93,0.676,0.0,0.463,0.613,92.923,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2nBBcw5lO5h5bGlkDJrbIp,02 - in neuen Abenteuern - Teil 26,19,84200,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.709,0.734,2,-11.381,1,0.955,0.824,0.0,0.184,0.331,67.709,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0FvccPLuV3bJmzD0TBBzHS,02 - in neuen Abenteuern - Teil 27,19,79707,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.734,0.801,11,-11.369,0,0.932,0.825,0.0,0.788,0.59,95.392,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
676nB8EDCmxx9wiGn3vOud,02 - in neuen Abenteuern - Teil 28,19,81307,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.663,0.508,3,-12.594,1,0.941,0.967,4.19e-06,0.208,0.579,84.281,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2qyy4rmiUp6p1hBEgdeif0,02 - in neuen Abenteuern - Teil 29,19,83560,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.722,0.511,8,-10.634,1,0.931,0.92,0.0,0.255,0.659,96.559,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0kz1lW6HN0C9mkz5rRYltS,02 - in neuen Abenteuern - Teil 30,19,82133,0,1vjNjfkax0s9GD3jviAaZl,1973-10-02,0.615,0.518,7,-13.428,1,0.955,0.961,7.46e-06,0.543,0.35,170.401,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
3m0tQybIGlgPqty8jvlZuV,03 - spukt lustig weiter - Teil 02,19,70307,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.721,0.661,6,-12.347,0,0.793,0.677,0.0,0.377,0.497,121.174,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4ruLNFWy4F6qHR2YR8e94h,03 - spukt lustig weiter - Teil 03,19,70893,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.734,0.627,0,-13.17,0,0.854,0.824,0.0,0.527,0.627,102.028,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5Y27unjqSbEmcIx36PF9bD,03 - spukt lustig weiter - Teil 04,19,71373,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.691,0.638,10,-9.979,0,0.943,0.947,2.11e-05,0.79,0.646,92.787,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5IP2KVNq2BCS8cDwR9aAub,03 - spukt lustig weiter - Teil 05,19,70200,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.634,0.814,6,-10.755,0,0.889,0.907,1.55e-05,0.68,0.425,106.153,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
67pZaPjyEV7q2hWcSySP65,03 - spukt lustig weiter - Teil 06,19,68293,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.745,0.763,4,-11.16,0,0.927,0.925,0.0,0.491,0.331,53.187,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2gskxFO9bBxEnYr57RW13s,03 - spukt lustig weiter - Teil 08,19,70147,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.701,0.706,6,-11.96,1,0.913,0.918,0.0,0.455,0.612,88.765,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4rn0VavIjlzLp46YNYBHBo,03 - spukt lustig weiter - Teil 07,19,70533,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.726,0.632,10,-11.39,0,0.856,0.871,0.0,0.603,0.525,53.344,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
05Q8htTY9PnzkpQSI3iY43,03 - spukt lustig weiter - Teil 09,19,70107,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.627,0.719,6,-13.053,0,0.918,0.889,0.0,0.42,0.233,81.057,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
04VOhVijNBVDdv1ihkFAOg,03 - spukt lustig weiter - Teil 12,19,73187,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.753,0.562,0,-13.824,1,0.946,0.772,1.83e-06,0.39,0.513,75.736,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0jYJ1L0oGnIjcqA49p4ySd,03 - spukt lustig weiter - Teil 10,19,68720,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.673,0.644,6,-12.208,1,0.941,0.941,0.0,0.325,0.693,98.472,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5QFJ2fg6Aqu5iINZyRELYL,03 - spukt lustig weiter - Teil 11,19,69720,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.708,0.533,6,-11.735,1,0.946,0.933,0.0,0.247,0.437,81.321,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
65zV3WeKEi8lNl1sTdKayY,03 - spukt lustig weiter - Teil 13,19,72040,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.711,0.49,0,-9.8,1,0.925,0.796,9.16e-06,0.157,0.592,82.249,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1jr4EPs7uoZaEUKhMXn9GB,03 - spukt lustig weiter - Teil 14,19,67867,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.71,0.579,6,-12.241,1,0.933,0.889,0.0,0.651,0.761,82.201,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2bpgR2R17XlCDTH3bTBr2x,03 - spukt lustig weiter - Teil 15,19,68133,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.763,0.682,6,-12.403,1,0.934,0.866,4.37e-06,0.13,0.348,91.827,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
41dpl7tOZHPenptgrJNnij,03 - spukt lustig weiter - Teil 16,18,72373,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.682,0.848,1,-10.54,1,0.902,0.792,0.0,0.371,0.484,81.728,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0O02efCFyGwGHySWvb0eXz,03 - spukt lustig weiter - Teil 17,18,72120,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.735,0.729,5,-11.463,0,0.901,0.905,0.0,0.506,0.653,76.611,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1768aayMOHgeoM9Vem8u9x,03 - spukt lustig weiter - Teil 18,18,67587,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.748,0.682,6,-11.968,1,0.924,0.907,0.0,0.473,0.66,80.062,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0K8tV2EmwL94TEi8QPUUJu,03 - spukt lustig weiter - Teil 19,18,70093,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.707,0.58,1,-15.631,1,0.944,0.891,0.0,0.297,0.599,85.782,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0gBCiacxPDSWSOkRUTcNk1,03 - spukt lustig weiter - Teil 20,18,69720,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.767,0.541,10,-14.872,1,0.946,0.896,0.0,0.166,0.514,78.285,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2qcsywyxU77HB9n2ZZL62M,03 - spukt lustig weiter - Teil 22,18,68987,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.522,0.5,2,-13.759,1,0.914,0.865,1.9e-06,0.377,0.39,75.057,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
55TGnXSCRSY6SM8h5gedCk,03 - spukt lustig weiter - Teil 21,18,71333,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.686,0.619,5,-14.011,0,0.797,0.914,0.0,0.112,0.608,99.243,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5rg8tzbZVzgRP6OieTokwu,03 - spukt lustig weiter - Teil 23,18,71333,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.738,0.605,10,-15.645,0,0.83,0.948,6.23e-06,0.163,0.331,92.574,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
19W2pJpvv5tjTo1L544fOB,03 - spukt lustig weiter - Teil 24,18,69133,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.752,0.659,5,-15.313,0,0.957,0.923,4.68e-06,0.159,0.214,59.328,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5Y8yUkDG9nS1VvLkB3UtR9,03 - spukt lustig weiter - Teil 25,18,70560,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.721,0.603,8,-10.676,1,0.936,0.915,0.0,0.263,0.559,81.973,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2X1diV9suJY6oDZ2AjEGwO,03 - spukt lustig weiter - Teil 26,18,72013,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.702,0.709,5,-10.632,1,0.93,0.96,0.0,0.612,0.684,130.476,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4WlKFSqvHcqvubke1f3bAd,03 - spukt lustig weiter - Teil 27,18,70040,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.702,0.62,8,-13.232,0,0.925,0.884,0.0,0.206,0.666,128.183,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
2AGwP24GU8zFGIFQadf1cT,03 - spukt lustig weiter - Teil 29,18,69627,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.749,0.581,9,-13.213,1,0.917,0.81,0.0,0.183,0.681,81.873,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1CP9rFErn2t9kWwGyly5M5,03 - spukt lustig weiter - Teil 28,18,69800,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.662,0.609,6,-15.325,1,0.895,0.79,0.0,0.244,0.578,151.666,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1ycBJspTjkgAUlYXf084ol,03 - spukt lustig weiter - Teil 30,18,70200,0,1vjNjfkax0s9GD3jviAaZl,1974-08-01,0.636,0.728,2,-14.088,1,0.888,0.931,1.56e-05,0.368,0.396,107.895,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0sImjfG4spTqC4H8rU5rgV,04 - und das Geheimnis im Burgbrunnen - Teil 01,19,66213,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.702,0.547,0,-11.983,1,0.911,0.879,0.0,0.437,0.51,86.901,1,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
6is9Ivu4d5ajSXBbxILJef,04 - und das Geheimnis im Burgbrunnen - Teil 02,17,67733,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.745,0.529,7,-11.337,0,0.949,0.852,0.0,0.151,0.645,68.211,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1S6Z0fRlErV7Gvk8LpEGux,04 - und das Geheimnis im Burgbrunnen - Teil 03,17,61387,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.702,0.594,7,-10.656,1,0.875,0.884,0.0,0.159,0.782,103.599,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4FWiXvR6WAmnUM6w7RdjxF,04 - und das Geheimnis im Burgbrunnen - Teil 04,17,74787,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.693,0.555,7,-10.816,0,0.899,0.918,0.0,0.159,0.789,66.239,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1HBSDXc9gEgzgVJyVY0vDc,04 - und das Geheimnis im Burgbrunnen - Teil 05,17,68160,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.643,0.695,5,-10.651,1,0.927,0.851,0.0,0.889,0.566,105.935,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
74bT5M2ru1Gc75wiZ7pJzV,04 - und das Geheimnis im Burgbrunnen - Teil 06,17,62427,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.709,0.678,7,-11.455,1,0.935,0.847,0.0,0.147,0.441,76.825,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
40U3TKQyawT9DgzSnNcfc7,04 - und das Geheimnis im Burgbrunnen - Teil 07,17,63560,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.569,0.685,0,-10.997,1,0.933,0.906,0.0,0.456,0.724,177.645,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
6tSUJN59ejpsY89oiVGbYa,04 - und das Geheimnis im Burgbrunnen - Teil 08,17,68240,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.727,0.526,11,-11.797,0,0.93,0.957,0.0,0.17,0.676,80.494,3,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
0t32nXTGMWimNb3HehIaNv,04 - und das Geheimnis im Burgbrunnen - Teil 09,17,66467,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.667,0.693,1,-12.147,1,0.939,0.835,0.0,0.759,0.575,147.693,5,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
1p4KRwJ9Ybk8KI30KhEY2p,04 - und das Geheimnis im Burgbrunnen - Teil 10,17,67533,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.744,0.628,11,-11.051,0,0.938,0.928,0.0,0.768,0.523,78.144,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
57jEBo7D4lfa5salpIXOw4,04 - und das Geheimnis im Burgbrunnen - Teil 11,17,66947,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.678,0.687,7,-8.552,0,0.821,0.971,1.5e-06,0.638,0.526,107.086,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
5zhdye8ADYq5kCK04cs6nc,04 - und das Geheimnis im Burgbrunnen - Teil 13,17,64733,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.737,0.516,2,-11.787,1,0.912,0.947,3.65e-06,0.259,0.58,102.094,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
7k5xbxzikKDtCPlPkhqY14,04 - und das Geheimnis im Burgbrunnen - Teil 12,17,65040,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.671,0.657,3,-7.782,0,0.862,0.982,2.6e-05,0.32,0.636,75.856,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
33lVyfMlvJLDaaZcnNSPim,04 - und das Geheimnis im Burgbrunnen - Teil 15,17,67907,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.675,0.623,5,-9.416,1,0.839,0.918,0.0,0.276,0.614,142.587,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
4Fwba2yi2SOsVfW6MZvZWL,04 - und das Geheimnis im Burgbrunnen - Teil 14,17,68453,0,1vjNjfkax0s9GD3jviAaZl,1975-11-01,0.669,0.665,0,-9.15,1,0.857,0.948,9.02e-06,0.612,0.664,56.15,4,8150.0,['hoerspiel'],"Hui Buh, das Schlossgespenst",48
