Cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0.6407339218158891,0.7149436738125263,-7.3490899537620855,0.07618419503993275,0.23736995108448927,0.01732019511139134,0.20666847414880202,0.6968144178226146,124.63524758301809,224282.16561580496
1,0.6672933333333333,0.4634826666666667,-13.442385,0.8405866666666666,0.5836071138333333,0.002693988333333333,0.43349783333333336,0.5914516666666666,101.104315,95124.865
2,0.49955377574370713,0.428606914187643,-13.652011441647597,0.05935903890160183,0.6344096227688788,0.8116567505720824,0.17866773455377574,0.4581819221967964,114.3257986270023,245738.8832951945
3,0.5109845959595959,0.34885688781565655,-12.038873106060606,0.056471464646464645,0.6959760789141414,0.01803473726010101,0.1893655303030303,0.4297244318181818,113.91945707070708,224126.3409090909
